st, pitch, dur, keysig, timesig, fermata,
 4,  72,  2,  0,  16,  0
 4,  74,  4,  -2,  16,  0
 16,  74,  4,  1,  16,  0
 4,  64,  4,  1,  16,  0
 16,  67,  4,  -2,  16,  0
 16,  67,  2,  -2,  16,  0
 8,  71,  4,  3,  16,  0
 4,  63,  4,  -3,  16,  0
 4,  71,  4,  0,  16,  0
 4,  62,  4,  -1,  12,  0
 4,  67,  4,  0,  16,  0
 12,  69,  8,  -1,  12,  0
 16,  67,  4,  -3,  16,  0
 4,  70,  4,  -2,  12,  0
 4,  64,  4,  0,  16,  0
 16,  73,  2,  3,  16,  0
 4,  65,  4,  -1,  16,  0
 4,  69,  4,  -2,  16,  0
 4,  71,  4,  2,  16,  0
 4,  69,  4,  3,  16,  0
 16,  70,  4,  -2,  16,  0
 16,  65,  4,  -1,  16,  0
 16,  74,  4,  -2,  16,  0
 16,  69,  4,  0,  16,  0
 8,  64,  4,  -1,  12,  0
 16,  67,  4,  1,  16,  0
 16,  72,  4,  -1,  16,  0
 16,  69,  4,  3,  16,  0
 16,  67,  4,  0,  16,  0
 4,  74,  4,  2,  16,  0
 4,  69,  4,  2,  16,  0
 4,  71,  4,  1,  16,  0
 16,  69,  2,  0,  16,  0
 8,  68,  4,  3,  16,  0
 4,  67,  4,  1,  16,  0
 8,  67,  4,  1,  16,  0
 16,  71,  4,  1,  16,  0
 4,  69,  4,  2,  16,  0
 16,  67,  4,  0,  16,  0
 14,  69,  2,  1,  16,  0
 16,  71,  4,  1,  16,  0
 14,  67,  2,  2,  16,  0
 14,  67,  2,  -3,  16,  0
 16,  70,  4,  -2,  16,  0
 16,  67,  4,  -2,  16,  0
 16,  72,  1,  -2,  16,  0
 16,  67,  4,  0,  16,  0
 16,  79,  4,  -2,  16,  0
 16,  65,  4,  -1,  16,  0
 4,  72,  4,  -2,  16,  0
 14,  64,  2,  0,  16,  0
 16,  67,  4,  1,  16,  0
 16,  69,  4,  3,  16,  0
 16,  71,  4,  2,  16,  0
 4,  65,  4,  -3,  16,  0
 14,  67,  2,  2,  16,  0
 16,  67,  4,  -2,  16,  0
 16,  73,  4,  2,  16,  0
 16,  72,  2,  0,  16,  0
 14,  73,  2,  2,  16,  0
 16,  74,  4,  1,  16,  0
 4,  67,  4,  -2,  12,  0
 16,  64,  4,  3,  16,  0
 16,  65,  4,  -1,  16,  0
 16,  69,  4,  -1,  16,  0
 16,  71,  4,  2,  16,  0
 14,  64,  2,  2,  16,  0
 16,  69,  4,  3,  16,  0
 16,  67,  4,  0,  16,  0
 16,  71,  4,  0,  16,  0
 4,  64,  4,  1,  16,  0
 4,  72,  4,  1,  16,  0
 4,  76,  4,  0,  16,  0
 4,  71,  4,  3,  16,  0
 16,  67,  4,  0,  16,  0
 4,  64,  2,  0,  16,  0
 16,  76,  4,  3,  16,  0
 16,  72,  4,  0,  16,  0
 4,  69,  4,  1,  16,  0
 4,  71,  4,  2,  16,  0
 16,  70,  4,  -2,  16,  0
 14,  67,  2,  -1,  16,  0
 16,  66,  4,  3,  16,  0
 16,  69,  4,  2,  16,  0
 4,  67,  4,  -1,  16,  0
 16,  69,  4,  0,  16,  0
 16,  74,  4,  2,  16,  0
 16,  67,  4,  -2,  16,  0
 4,  64,  4,  4,  12,  0
 12,  69,  8,  0,  12,  0
 8,  64,  4,  0,  16,  0
 16,  67,  4,  1,  16,  0
 4,  72,  4,  -4,  16,  0
 12,  69,  8,  3,  12,  0
 16,  69,  4,  -1,  16,  0
 16,  76,  4,  1,  16,  0
 16,  71,  4,  4,  16,  0
 16,  72,  4,  1,  16,  0
 16,  69,  4,  3,  16,  0
 12,  67,  8,  1,  12,  0
