st, pitch, dur, keysig, timesig, fermata,
 76,  71,  2,  0,  16,  0
 102,  67,  2,  -2,  16,  0
 88,  76,  4,  1,  16,  0
 96,  67,  4,  1,  16,  0
 92,  69,  4,  -2,  16,  0
 96,  70,  4,  -2,  16,  0
 120,  76,  4,  3,  16,  0
 104,  70,  4,  -3,  16,  0
 104,  69,  4,  0,  16,  0
 128,  65,  4,  -1,  12,  0
 104,  72,  8,  0,  16,  1
 144,  65,  8,  -1,  12,  1
 88,  74,  4,  -3,  16,  0
 120,  75,  8,  -2,  12,  0
 112,  65,  8,  0,  16,  0
 100,  73,  4,  3,  16,  0
 108,  67,  4,  -1,  16,  0
 92,  70,  4,  -2,  16,  0
 82,  74,  2,  2,  16,  0
 104,  69,  4,  3,  16,  0
 116,  70,  4,  -2,  16,  0
 98,  64,  2,  -1,  16,  0
 104,  69,  4,  -2,  16,  1
 92,  69,  2,  0,  16,  0
 140,  69,  4,  -1,  12,  1
 96,  71,  4,  1,  16,  0
 96,  70,  4,  -1,  16,  0
 84,  73,  4,  3,  16,  0
 100,  65,  4,  0,  16,  0
 88,  69,  4,  2,  16,  0
 92,  67,  4,  2,  16,  0
 112,  76,  4,  1,  16,  0
 88,  76,  2,  0,  16,  0
 100,  69,  4,  3,  16,  0
 88,  69,  8,  1,  16,  0
 132,  71,  4,  1,  16,  0
 92,  74,  4,  1,  16,  0
 92,  74,  4,  2,  16,  0
 92,  67,  4,  0,  16,  0
 88,  72,  4,  1,  16,  0
 96,  69,  4,  1,  16,  0
 88,  61,  2,  2,  16,  0
 88,  72,  4,  -3,  16,  0
 90,  75,  2,  -2,  16,  0
 100,  69,  4,  -2,  16,  0
 62,  74,  2,  -2,  16,  0
 112,  67,  4,  0,  16,  0
 98,  74,  2,  -2,  16,  0
 104,  67,  2,  -1,  16,  0
 96,  77,  4,  -2,  16,  0
 92,  69,  4,  0,  16,  0
 100,  74,  4,  1,  16,  0
 92,  74,  2,  3,  16,  0
 188,  78,  4,  2,  16,  0
 100,  65,  4,  -3,  16,  0
 94,  69,  2,  2,  16,  0
 94,  72,  2,  -2,  16,  0
 90,  76,  2,  2,  16,  0
 100,  72,  4,  0,  16,  0
 92,  74,  4,  2,  16,  0
 96,  74,  4,  1,  16,  0
 114,  72,  2,  -2,  12,  0
 88,  71,  4,  3,  16,  0
 91,  72,  1,  -1,  16,  0
 92,  76,  4,  -1,  16,  0
 84,  71,  4,  2,  16,  0
 100,  66,  4,  2,  16,  0
 108,  68,  4,  3,  16,  0
 112,  71,  4,  0,  16,  0
 100,  74,  2,  0,  16,  0
 96,  76,  4,  1,  16,  0
 106,  73,  2,  1,  16,  0
 84,  71,  2,  0,  16,  0
 84,  73,  2,  3,  16,  0
 100,  69,  4,  0,  16,  0
 76,  72,  4,  0,  16,  0
 114,  75,  2,  3,  16,  0
 80,  76,  4,  0,  16,  0
 96,  74,  4,  1,  16,  0
 82,  74,  2,  2,  16,  0
 90,  69,  2,  -2,  16,  0
 92,  69,  4,  -1,  16,  0
 120,  73,  4,  3,  16,  0
 104,  69,  4,  2,  16,  1
 88,  77,  4,  -1,  16,  0
 116,  67,  4,  0,  16,  0
 88,  69,  4,  2,  16,  0
 100,  69,  4,  -2,  16,  0
 112,  67,  4,  4,  12,  0
 132,  69,  8,  0,  12,  1
 100,  69,  4,  0,  16,  0
 98,  69,  2,  1,  16,  0
 96,  72,  4,  -4,  16,  0
 128,  73,  4,  3,  12,  0
 116,  69,  4,  -1,  16,  0
 80,  69,  4,  1,  16,  0
 96,  76,  2,  4,  16,  0
 84,  67,  4,  1,  16,  0
 96,  69,  2,  3,  16,  0
 116,  71,  4,  1,  12,  0
