st, pitch, dur, keysig, timesig, fermata,
 64,  74,  4,  0,  16,  0
 92,  69,  4,  -2,  16,  0
 76,  74,  4,  1,  16,  0
 76,  66,  4,  1,  16,  0
 80,  70,  4,  -2,  16,  0
 84,  60,  4,  -2,  16,  0
 100,  73,  4,  3,  16,  0
 88,  68,  4,  -3,  16,  0
 92,  71,  4,  0,  16,  0
 108,  67,  8,  -1,  12,  0
 92,  72,  4,  0,  16,  0
 132,  70,  4,  -1,  12,  0
 80,  72,  2,  -3,  16,  0
 104,  72,  4,  -2,  12,  0
 100,  69,  4,  0,  16,  0
 80,  69,  12,  3,  16,  1
 88,  69,  4,  -1,  16,  0
 80,  74,  4,  -2,  16,  0
 74,  76,  2,  2,  16,  0
 88,  73,  8,  3,  16,  1
 96,  67,  12,  -2,  16,  1
 88,  67,  4,  -1,  16,  0
 92,  67,  4,  -2,  16,  0
 80,  71,  4,  0,  16,  0
 120,  70,  8,  -1,  12,  0
 88,  76,  4,  1,  16,  0
 84,  74,  4,  -1,  16,  0
 72,  64,  4,  3,  16,  1
 88,  69,  4,  0,  16,  0
 76,  69,  4,  2,  16,  0
 80,  71,  4,  2,  16,  0
 96,  67,  4,  1,  16,  0
 76,  72,  4,  0,  16,  0
 92,  74,  4,  3,  16,  0
 80,  72,  4,  1,  16,  0
 100,  67,  4,  1,  16,  0
 80,  71,  4,  1,  16,  0
 80,  62,  4,  2,  16,  0
 80,  74,  4,  0,  16,  0
 76,  67,  4,  1,  16,  0
 84,  69,  4,  1,  16,  0
 84,  71,  2,  2,  16,  0
 78,  67,  2,  -3,  16,  0
 80,  77,  4,  -2,  16,  1
 90,  70,  2,  -2,  16,  0
 54,  72,  2,  -2,  16,  0
 96,  62,  8,  0,  16,  0
 88,  70,  4,  -2,  16,  1
 92,  72,  4,  -1,  16,  0
 80,  74,  4,  -2,  16,  0
 80,  67,  4,  0,  16,  0
 88,  69,  4,  1,  16,  1
 88,  73,  2,  3,  16,  0
 176,  74,  4,  2,  16,  0
 84,  63,  4,  -3,  16,  0
 84,  74,  2,  2,  16,  0
 84,  75,  4,  -2,  16,  0
 80,  71,  4,  2,  16,  0
 88,  74,  4,  0,  16,  0
 80,  78,  4,  2,  16,  0
 88,  74,  4,  1,  16,  0
 100,  72,  4,  -2,  12,  0
 76,  73,  4,  3,  16,  0
 84,  67,  4,  -1,  16,  0
 84,  74,  2,  -1,  16,  0
 76,  74,  2,  2,  16,  0
 88,  71,  4,  2,  16,  0
 96,  69,  4,  3,  16,  0
 100,  69,  4,  0,  16,  0
 88,  74,  4,  0,  16,  1
 80,  66,  6,  1,  16,  0
 96,  74,  4,  1,  16,  0
 74,  72,  2,  0,  16,  0
 72,  71,  4,  3,  16,  0
 88,  67,  4,  0,  16,  0
 64,  76,  4,  0,  16,  0
 96,  71,  8,  3,  16,  1
 64,  71,  8,  0,  16,  0
 80,  71,  4,  1,  16,  0
 74,  76,  2,  2,  16,  0
 80,  67,  4,  -2,  16,  0
 80,  65,  4,  -1,  16,  0
 108,  73,  4,  3,  16,  0
 96,  73,  2,  2,  16,  0
 80,  72,  4,  -1,  16,  0
 104,  72,  4,  0,  16,  1
 76,  62,  4,  2,  16,  0
 88,  69,  4,  -2,  16,  0
 100,  72,  4,  4,  12,  0
 120,  69,  4,  0,  12,  0
 88,  67,  4,  0,  16,  0
 88,  72,  4,  1,  16,  0
 80,  67,  6,  -4,  16,  0
 112,  71,  4,  3,  12,  0
 104,  72,  4,  -1,  16,  1
 68,  69,  4,  1,  16,  0
 84,  75,  4,  4,  16,  0
 76,  69,  4,  1,  16,  0
 84,  73,  4,  3,  16,  0
 104,  74,  4,  1,  12,  0
