st, pitch, dur, keysig, timesig, fermata,
 40,  69,  2,  0,  16,  0
 56,  66,  4,  -2,  16,  0
 54,  69,  2,  1,  16,  0
 52,  69,  4,  1,  16,  0
 58,  75,  2,  -2,  16,  0
 56,  60,  4,  -2,  16,  0
 68,  76,  4,  3,  16,  0
 56,  72,  8,  -3,  16,  0
 56,  72,  4,  0,  16,  0
 76,  67,  6,  -1,  12,  0
 64,  70,  4,  0,  16,  0
 96,  67,  8,  -1,  12,  1
 56,  75,  4,  -3,  16,  0
 68,  69,  4,  -2,  12,  0
 68,  72,  4,  0,  16,  0
 62,  71,  2,  3,  16,  0
 60,  66,  4,  -1,  16,  0
 52,  74,  2,  -2,  16,  0
 48,  76,  4,  2,  16,  0
 64,  71,  4,  3,  16,  0
 72,  69,  4,  -2,  16,  1
 68,  67,  2,  -1,  16,  0
 64,  72,  8,  -2,  16,  0
 56,  64,  4,  0,  16,  0
 82,  67,  2,  -1,  12,  0
 64,  67,  4,  1,  16,  0
 60,  72,  4,  -1,  16,  0
 56,  71,  4,  3,  16,  0
 64,  69,  4,  0,  16,  0
 54,  62,  2,  2,  16,  0
 54,  61,  1,  2,  16,  0
 56,  69,  8,  1,  16,  0
 56,  74,  4,  0,  16,  0
 62,  69,  2,  3,  16,  0
 56,  71,  2,  1,  16,  0
 72,  67,  8,  1,  16,  0
 60,  67,  2,  1,  16,  0
 52,  64,  4,  2,  16,  0
 60,  67,  4,  0,  16,  0
 56,  72,  2,  1,  16,  0
 64,  71,  4,  1,  16,  0
 60,  74,  2,  2,  16,  0
 56,  72,  4,  -3,  16,  0
 56,  72,  4,  -2,  16,  0
 64,  70,  8,  -2,  16,  0
 40,  74,  4,  -2,  16,  1
 76,  72,  4,  0,  16,  0
 68,  77,  4,  -2,  16,  0
 68,  69,  4,  -1,  16,  0
 52,  72,  4,  -2,  16,  0
 56,  69,  4,  0,  16,  0
 62,  74,  2,  1,  16,  0
 62,  73,  2,  3,  16,  0
 64,  66,  4,  2,  16,  0
 56,  63,  8,  -3,  16,  1
 62,  73,  2,  2,  16,  0
 64,  70,  4,  -2,  16,  0
 60,  67,  2,  2,  16,  0
 60,  76,  2,  0,  16,  0
 56,  73,  4,  2,  16,  1
 56,  76,  4,  1,  16,  0
 60,  77,  8,  -2,  12,  0
 54,  74,  2,  3,  16,  0
 60,  69,  2,  -1,  16,  0
 64,  65,  4,  -1,  16,  0
 56,  74,  2,  2,  16,  0
 60,  73,  4,  2,  16,  0
 64,  73,  12,  3,  16,  1
 64,  71,  4,  0,  16,  0
 62,  72,  2,  0,  16,  0
 54,  69,  2,  1,  16,  0
 64,  74,  4,  1,  16,  0
 48,  68,  4,  0,  16,  0
 48,  73,  2,  3,  16,  0
 64,  67,  4,  0,  16,  0
 36,  71,  4,  0,  16,  0
 72,  69,  4,  3,  16,  1
 48,  71,  4,  0,  16,  0
 52,  69,  4,  1,  16,  0
 48,  76,  4,  2,  16,  0
 60,  75,  4,  -2,  16,  0
 56,  72,  4,  -1,  16,  0
 80,  69,  4,  3,  16,  0
 76,  74,  2,  2,  16,  0
 54,  67,  2,  -1,  16,  0
 76,  72,  4,  0,  16,  0
 56,  69,  4,  2,  16,  0
 64,  66,  4,  -2,  16,  0
 68,  71,  4,  4,  12,  0
 84,  72,  8,  0,  12,  1
 58,  71,  2,  0,  16,  0
 60,  71,  4,  1,  16,  0
 54,  68,  2,  -4,  16,  0
 80,  71,  4,  3,  12,  0
 76,  72,  4,  -1,  16,  0
 52,  72,  4,  1,  16,  0
 60,  70,  4,  4,  16,  0
 60,  71,  2,  1,  16,  0
 62,  66,  2,  3,  16,  0
 72,  71,  4,  1,  12,  0
